ProductID;Name;ProductNumber;Color;StandardCost;ListPrice;Size;Weight;ProductCategoryID;ProductModelID;SellStartDate;SellEndDate;DiscontinuedDate;ModifiedDate
680;HL Road Frame - Black, 58;FR-R92B-58;Black;1059.31;1431.5;58;1016.04;18;6;2002-06-01T00:00:00;;;2008-03-11T10:01:36
706;HL Road Frame - Red, 58;FR-R92R-58;Red;1059.31;1431.5;58;1016.04;18;6;2002-06-01T00:00:00;;;2008-03-11T10:01:36
707;Sport-100 Helmet, Red;HL-U509-R;Red;13.0863;34.99;;;35;33;2005-07-01T00:00:00;;;2008-03-11T10:01:36
708;Sport-100 Helmet, Black;HL-U509;Black;13.0863;34.99;;;35;33;2005-07-01T00:00:00;;;2008-03-11T10:01:36
709;Mountain Bike Socks, M;SO-B909-M;White;3.3963;9.5;M;;27;18;2005-07-01T00:00:00;2006-06-30T00:00:00;;2008-03-11T10:01:36
710;Mountain Bike Socks, L;SO-B909-L;White;3.3963;9.5;L;;27;18;2005-07-01T00:00:00;2006-06-30T00:00:00;;2008-03-11T10:01:36
711;Sport-100 Helmet, Blue;HL-U509-B;Blue;13.0863;34.99;;;35;33;2005-07-01T00:00:00;;;2008-03-11T10:01:36
712;AWC Logo Cap;CA-1098;Multi;6.9223;8.99;;;23;2;2005-07-01T00:00:00;;;2008-03-11T10:01:36
713;Long-Sleeve Logo Jersey, S;LJ-0192-S;Multi;38.4923;49.99;S;;25;11;2005-07-01T00:00:00;;;2008-03-11T10:01:36
714;Long-Sleeve Logo Jersey, M;LJ-0192-M;Multi;38.4923;49.99;M;;25;11;2005-07-01T00:00:00;;;2008-03-11T10:01:36
715;Long-Sleeve Logo Jersey, L;LJ-0192-L;Multi;38.4923;49.99;L;;25;11;2005-07-01T00:00:00;;;2008-03-11T10:01:36
716;Long-Sleeve Logo Jersey, XL;LJ-0192-X;Multi;38.4923;49.99;XL;;25;11;2005-07-01T00:00:00;;;2008-03-11T10:01:36
717;HL Road Frame - Red, 62;FR-R92R-62;Red;868.6342;1431.5;62;1043.26;18;6;2005-07-01T00:00:00;;;2008-03-11T10:01:36
718;HL Road Frame - Red, 44;FR-R92R-44;Red;868.6342;1431.5;44;961.61;18;6;2005-07-01T00:00:00;;;2008-03-11T10:01:36
719;HL Road Frame - Red, 48;FR-R92R-48;Red;868.6342;1431.5;48;979.75;18;6;2005-07-01T00:00:00;;;2008-03-11T10:01:36
720;HL Road Frame - Red, 52;FR-R92R-52;Red;868.6342;1431.5;52;997.90;18;6;2005-07-01T00:00:00;;;2008-03-11T10:01:36
721;HL Road Frame - Red, 56;FR-R92R-56;Red;868.6342;1431.5;56;1016.04;18;6;2005-07-01T00:00:00;;;2008-03-11T10:01:36
722;LL Road Frame - Black, 58;FR-R38B-58;Black;204.6251;337.22;58;1115.83;18;9;2005-07-01T00:00:00;;;2008-03-11T10:01:36
723;LL Road Frame - Black, 60;FR-R38B-60;Black;204.6251;337.22;60;1124.90;18;9;2005-07-01T00:00:00;;;2008-03-11T10:01:36
724;LL Road Frame - Black, 62;FR-R38B-62;Black;204.6251;337.22;62;1133.98;18;9;2005-07-01T00:00:00;;;2008-03-11T10:01:36
725;LL Road Frame - Red, 44;FR-R38R-44;Red;187.1571;337.22;44;1052.33;18;9;2005-07-01T00:00:00;2007-06-30T00:00:00;;2008-03-11T10:01:36
726;LL Road Frame - Red, 48;FR-R38R-48;Red;187.1571;337.22;48;1070.47;18;9;2005-07-01T00:00:00;2007-06-30T00:00:00;;2008-03-11T10:01:36
727;LL Road Frame - Red, 52;FR-R38R-52;Red;187.1571;337.22;52;1088.62;18;9;2005-07-01T00:00:00;2007-06-30T00:00:00;;2008-03-11T10:01:36
728;LL Road Frame - Red, 58;FR-R38R-58;Red;187.1571;337.22;58;1115.83;18;9;2005-07-01T00:00:00;2007-06-30T00:00:00;;2008-03-11T10:01:36
729;LL Road Frame - Red, 60;FR-R38R-60;Red;187.1571;337.22;60;1124.90;18;9;2005-07-01T00:00:00;2007-06-30T00:00:00;;2008-03-11T10:01:36
730;LL Road Frame - Red, 62;FR-R38R-62;Red;187.1571;337.22;62;1133.98;18;9;2005-07-01T00:00:00;2007-06-30T00:00:00;;2008-03-11T10:01:36
731;ML Road Frame - Red, 44;FR-R72R-44;Red;352.1394;594.83;44;1006.97;18;16;2005-07-01T00:00:00;2006-06-30T00:00:00;;2008-03-11T10:01:36
732;ML Road Frame - Red, 48;FR-R72R-48;Red;352.1394;594.83;48;1025.11;18;16;2005-07-01T00:00:00;2006-06-30T00:00:00;;2008-03-11T10:01:36
733;ML Road Frame - Red, 52;FR-R72R-52;Red;352.1394;594.83;52;1043.26;18;16;2005-07-01T00:00:00;2006-06-30T00:00:00;;2008-03-11T10:01:36
734;ML Road Frame - Red, 58;FR-R72R-58;Red;352.1394;594.83;58;1070.47;18;16;2005-07-01T00:00:00;2006-06-30T00:00:00;;2008-03-11T10:01:36
735;ML Road Frame - Red, 60;FR-R72R-60;Red;352.1394;594.83;60;1079.54;18;16;2005-07-01T00:00:00;2006-06-30T00:00:00;;2008-03-11T10:01:36
736;LL Road Frame - Black, 44;FR-R38B-44;Black;204.6251;337.22;44;1052.33;18;9;2005-07-01T00:00:00;;;2008-03-11T10:01:36
737;LL Road Frame - Black, 48;FR-R38B-48;Black;204.6251;337.22;48;1070.47;18;9;2005-07-01T00:00:00;;;2008-03-11T10:01:36
738;LL Road Frame - Black, 52;FR-R38B-52;Black;204.6251;337.22;52;1088.62;18;9;2005-07-01T00:00:00;;;2008-03-11T10:01:36
739;HL Mountain Frame - Silver, 42;FR-M94S-42;Silver;747.2002;1364.5;42;1233.76;16;5;2005-07-01T00:00:00;;;2008-03-11T10:01:36
740;HL Mountain Frame - Silver, 44;FR-M94S-44;Silver;706.811;1364.5;44;1251.91;16;5;2005-07-01T00:00:00;2006-06-30T00:00:00;;2008-03-11T10:01:36
741;HL Mountain Frame - Silver, 48;FR-M94S-52;Silver;706.811;1364.5;48;1270.05;16;5;2005-07-01T00:00:00;2006-06-30T00:00:00;;2008-03-11T10:01:36
742;HL Mountain Frame - Silver, 46;FR-M94S-46;Silver;747.2002;1364.5;46;1288.20;16;5;2005-07-01T00:00:00;;;2008-03-11T10:01:36
743;HL Mountain Frame - Black, 42;FR-M94B-42;Black;739.041;1349.6;42;1233.76;16;5;2005-07-01T00:00:00;;;2008-03-11T10:01:36
744;HL Mountain Frame - Black, 44;FR-M94B-44;Black;699.0928;1349.6;44;1251.91;16;5;2005-07-01T00:00:00;2006-06-30T00:00:00;;2008-03-11T10:01:36
745;HL Mountain Frame - Black, 48;FR-M94B-48;Black;699.0928;1349.6;48;1270.05;16;5;2005-07-01T00:00:00;2006-06-30T00:00:00;;2008-03-11T10:01:36
746;HL Mountain Frame - Black, 46;FR-M94B-46;Black;739.041;1349.6;46;1288.20;16;5;2005-07-01T00:00:00;;;2008-03-11T10:01:36
747;HL Mountain Frame - Black, 38;FR-M94B-38;Black;739.041;1349.6;38;1215.62;16;5;2005-07-01T00:00:00;;;2008-03-11T10:01:36
748;HL Mountain Frame - Silver, 38;FR-M94S-38;Silver;747.2002;1364.5;38;1215.62;16;5;2005-07-01T00:00:00;;;2008-03-11T10:01:36
749;Road-150 Red, 62;BK-R93R-62;Red;2171.2942;3578.27;62;6803.85;6;25;2005-07-01T00:00:00;2006-06-30T00:00:00;;2008-03-11T10:01:36
750;Road-150 Red, 44;BK-R93R-44;Red;2171.2942;3578.27;44;6245.93;6;25;2005-07-01T00:00:00;2006-06-30T00:00:00;;2008-03-11T10:01:36
751;Road-150 Red, 48;BK-R93R-48;Red;2171.2942;3578.27;48;6409.23;6;25;2005-07-01T00:00:00;2006-06-30T00:00:00;;2008-03-11T10:01:36
752;Road-150 Red, 52;BK-R93R-52;Red;2171.2942;3578.27;52;6540.77;6;25;2005-07-01T00:00:00;2006-06-30T00:00:00;;2008-03-11T10:01:36
753;Road-150 Red, 56;BK-R93R-56;Red;2171.2942;3578.27;56;6658.70;6;25;2005-07-01T00:00:00;2006-06-30T00:00:00;;2008-03-11T10:01:36
754;Road-450 Red, 58;BK-R68R-58;Red;884.7083;1457.99;58;8069.37;6;28;2005-07-01T00:00:00;2006-06-30T00:00:00;;2008-03-11T10:01:36
755;Road-450 Red, 60;BK-R68R-60;Red;884.7083;1457.99;60;8119.26;6;28;2005-07-01T00:00:00;2006-06-30T00:00:00;;2008-03-11T10:01:36
756;Road-450 Red, 44;BK-R68R-44;Red;884.7083;1457.99;44;7606.70;6;28;2005-07-01T00:00:00;2006-06-30T00:00:00;;2008-03-11T10:01:36
757;Road-450 Red, 48;BK-R68R-48;Red;884.7083;1457.99;48;7770.00;6;28;2005-07-01T00:00:00;2006-06-30T00:00:00;;2008-03-11T10:01:36
758;Road-450 Red, 52;BK-R68R-52;Red;884.7083;1457.99;52;7901.54;6;28;2005-07-01T00:00:00;2006-06-30T00:00:00;;2008-03-11T10:01:36
759;Road-650 Red, 58;BK-R50R-58;Red;486.7066;782.99;58;8976.55;6;30;2005-07-01T00:00:00;2007-06-30T00:00:00;;2008-03-11T10:01:36
760;Road-650 Red, 60;BK-R50R-60;Red;486.7066;782.99;60;9026.44;6;30;2005-07-01T00:00:00;2007-06-30T00:00:00;;2008-03-11T10:01:36
761;Road-650 Red, 62;BK-R50R-62;Red;486.7066;782.99;62;9071.80;6;30;2005-07-01T00:00:00;2007-06-30T00:00:00;;2008-03-11T10:01:36
762;Road-650 Red, 44;BK-R50R-44;Red;486.7066;782.99;44;8513.88;6;30;2005-07-01T00:00:00;2007-06-30T00:00:00;;2008-03-11T10:01:36
763;Road-650 Red, 48;BK-R50R-48;Red;486.7066;782.99;48;8677.18;6;30;2005-07-01T00:00:00;2007-06-30T00:00:00;;2008-03-11T10:01:36
764;Road-650 Red, 52;BK-R50R-52;Red;486.7066;782.99;52;8808.72;6;30;2005-07-01T00:00:00;2007-06-30T00:00:00;;2008-03-11T10:01:36
765;Road-650 Black, 58;BK-R50B-58;Black;486.7066;782.99;58;8976.55;6;30;2005-07-01T00:00:00;2007-06-30T00:00:00;;2008-03-11T10:01:36
766;Road-650 Black, 60;BK-R50B-60;Black;486.7066;782.99;60;9026.44;6;30;2005-07-01T00:00:00;2007-06-30T00:00:00;;2008-03-11T10:01:36
767;Road-650 Black, 62;BK-R50B-62;Black;486.7066;782.99;62;9071.80;6;30;2005-07-01T00:00:00;2007-06-30T00:00:00;;2008-03-11T10:01:36
768;Road-650 Black, 44;BK-R50B-44;Black;486.7066;782.99;44;8513.88;6;30;2005-07-01T00:00:00;2007-06-30T00:00:00;;2008-03-11T10:01:36
769;Road-650 Black, 48;BK-R50B-48;Black;486.7066;782.99;48;8677.18;6;30;2005-07-01T00:00:00;2007-06-30T00:00:00;;2008-03-11T10:01:36
770;Road-650 Black, 52;BK-R50B-52;Black;486.7066;782.99;52;8808.72;6;30;2005-07-01T00:00:00;2007-06-30T00:00:00;;2008-03-11T10:01:36
771;Mountain-100 Silver, 38;BK-M82S-38;Silver;1912.1544;3399.99;38;9230.56;5;19;2005-07-01T00:00:00;2006-06-30T00:00:00;;2008-03-11T10:01:36
772;Mountain-100 Silver, 42;BK-M82S-42;Silver;1912.1544;3399.99;42;9421.06;5;19;2005-07-01T00:00:00;2006-06-30T00:00:00;;2008-03-11T10:01:36
773;Mountain-100 Silver, 44;BK-M82S-44;Silver;1912.1544;3399.99;44;9584.36;5;19;2005-07-01T00:00:00;2006-06-30T00:00:00;;2008-03-11T10:01:36
774;Mountain-100 Silver, 48;BK-M82S-48;Silver;1912.1544;3399.99;48;9715.90;5;19;2005-07-01T00:00:00;2006-06-30T00:00:00;;2008-03-11T10:01:36
775;Mountain-100 Black, 38;BK-M82B-38;Black;1898.0944;3374.99;38;9230.56;5;19;2005-07-01T00:00:00;2006-06-30T00:00:00;;2008-03-11T10:01:36
776;Mountain-100 Black, 42;BK-M82B-42;Black;1898.0944;3374.99;42;9421.06;5;19;2005-07-01T00:00:00;2006-06-30T00:00:00;;2008-03-11T10:01:36
777;Mountain-100 Black, 44;BK-M82B-44;Black;1898.0944;3374.99;44;9584.36;5;19;2005-07-01T00:00:00;2006-06-30T00:00:00;;2008-03-11T10:01:36
778;Mountain-100 Black, 48;BK-M82B-48;Black;1898.0944;3374.99;48;9715.90;5;19;2005-07-01T00:00:00;2006-06-30T00:00:00;;2008-03-11T10:01:36
779;Mountain-200 Silver, 38;BK-M68S-38;Silver;1265.6195;2319.99;38;10591.33;5;20;2006-07-01T00:00:00;;;2008-03-11T10:01:36
780;Mountain-200 Silver, 42;BK-M68S-42;Silver;1265.6195;2319.99;42;10781.83;5;20;2006-07-01T00:00:00;;;2008-03-11T10:01:36
781;Mountain-200 Silver, 46;BK-M68S-46;Silver;1265.6195;2319.99;46;10945.13;5;20;2006-07-01T00:00:00;;;2008-03-11T10:01:36
782;Mountain-200 Black, 38;BK-M68B-38;Black;1251.9813;2294.99;38;10591.33;5;20;2006-07-01T00:00:00;;;2008-03-11T10:01:36
783;Mountain-200 Black, 42;BK-M68B-42;Black;1251.9813;2294.99;42;10781.83;5;20;2006-07-01T00:00:00;;;2008-03-11T10:01:36
784;Mountain-200 Black, 46;BK-M68B-46;Black;1251.9813;2294.99;46;10945.13;5;20;2006-07-01T00:00:00;;;2008-03-11T10:01:36
785;Mountain-300 Black, 38;BK-M47B-38;Black;598.4354;1079.99;38;11498.51;5;21;2006-07-01T00:00:00;2007-06-30T00:00:00;;2008-03-11T10:01:36
786;Mountain-300 Black, 40;BK-M47B-40;Black;598.4354;1079.99;40;11689.01;5;21;2006-07-01T00:00:00;2007-06-30T00:00:00;;2008-03-11T10:01:36
787;Mountain-300 Black, 44;BK-M47B-44;Black;598.4354;1079.99;44;11852.31;5;21;2006-07-01T00:00:00;2007-06-30T00:00:00;;2008-03-11T10:01:36
788;Mountain-300 Black, 48;BK-M47B-48;Black;598.4354;1079.99;48;11983.85;5;21;2006-07-01T00:00:00;2007-06-30T00:00:00;;2008-03-11T10:01:36
789;Road-250 Red, 44;BK-R89R-44;Red;1518.7864;2443.35;44;6699.52;6;26;2006-07-01T00:00:00;2007-06-30T00:00:00;;2008-03-11T10:01:36
790;Road-250 Red, 48;BK-R89R-48;Red;1518.7864;2443.35;48;6862.82;6;26;2006-07-01T00:00:00;2007-06-30T00:00:00;;2008-03-11T10:01:36
791;Road-250 Red, 52;BK-R89R-52;Red;1518.7864;2443.35;52;6994.36;6;26;2006-07-01T00:00:00;2007-06-30T00:00:00;;2008-03-11T10:01:36
792;Road-250 Red, 58;BK-R89R-58;Red;1554.9479;2443.35;58;7162.19;6;26;2006-07-01T00:00:00;;;2008-03-11T10:01:36
793;Road-250 Black, 44;BK-R89B-44;Black;1554.9479;2443.35;44;6699.52;6;26;2006-07-01T00:00:00;;;2008-03-11T10:01:36
794;Road-250 Black, 48;BK-R89B-48;Black;1554.9479;2443.35;48;6862.82;6;26;2006-07-01T00:00:00;;;2008-03-11T10:01:36
795;Road-250 Black, 52;BK-R89B-52;Black;1554.9479;2443.35;52;6994.36;6;26;2006-07-01T00:00:00;;;2008-03-11T10:01:36
796;Road-250 Black, 58;BK-R89B-58;Black;1554.9479;2443.35;58;7112.29;6;26;2006-07-01T00:00:00;;;2008-03-11T10:01:36
797;Road-550-W Yellow, 38;BK-R64Y-38;Yellow;713.0798;1120.49;38;7869.79;6;29;2006-07-01T00:00:00;;;2008-03-11T10:01:36
798;Road-550-W Yellow, 40;BK-R64Y-40;Yellow;713.0798;1120.49;40;8060.29;6;29;2006-07-01T00:00:00;;;2008-03-11T10:01:36
799;Road-550-W Yellow, 42;BK-R64Y-42;Yellow;713.0798;1120.49;42;8223.59;6;29;2006-07-01T00:00:00;;;2008-03-11T10:01:36
800;Road-550-W Yellow, 44;BK-R64Y-44;Yellow;713.0798;1120.49;44;8355.13;6;29;2006-07-01T00:00:00;;;2008-03-11T10:01:36
801;Road-550-W Yellow, 48;BK-R64Y-48;Yellow;713.0798;1120.49;48;8473.06;6;29;2006-07-01T00:00:00;;;2008-03-11T10:01:36
802;LL Fork;FK-1639;;65.8097;148.22;;;14;104;2006-07-01T00:00:00;2007-06-30T00:00:00;;2008-03-11T10:01:36
803;ML Fork;FK-5136;;77.9176;175.49;;;14;105;2006-07-01T00:00:00;2007-06-30T00:00:00;;2008-03-11T10:01:36
804;HL Fork;FK-9939;;101.8936;229.49;;;14;106;2006-07-01T00:00:00;2007-06-30T00:00:00;;2008-03-11T10:01:36
805;LL Headset;HS-0296;;15.1848;34.2;;;15;59;2006-07-01T00:00:00;2007-06-30T00:00:00;;2008-03-11T10:01:36
806;ML Headset;HS-2451;;45.4168;102.29;;;15;60;2006-07-01T00:00:00;2007-06-30T00:00:00;;2008-03-11T10:01:36
807;HL Headset;HS-3479;;55.3801;124.73;;;15;61;2006-07-01T00:00:00;2007-06-30T00:00:00;;2008-03-11T10:01:36
808;LL Mountain Handlebars;HB-M243;;19.7758;44.54;;;8;52;2006-07-01T00:00:00;;;2008-03-11T10:01:36
809;ML Mountain Handlebars;HB-M763;;27.4925;61.92;;;8;54;2006-07-01T00:00:00;;;2008-03-11T10:01:36
810;HL Mountain Handlebars;HB-M918;;53.3999;120.27;;;8;55;2006-07-01T00:00:00;;;2008-03-11T10:01:36
811;LL Road Handlebars;HB-R504;;19.7758;44.54;;;8;56;2006-07-01T00:00:00;;;2008-03-11T10:01:36
812;ML Road Handlebars;HB-R720;;27.4925;61.92;;;8;57;2006-07-01T00:00:00;;;2008-03-11T10:01:36
813;HL Road Handlebars;HB-R956;;53.3999;120.27;;;8;58;2006-07-01T00:00:00;;;2008-03-11T10:01:36
814;ML Mountain Frame - Black, 38;FR-M63B-38;Black;185.8193;348.76;38;1238.30;16;15;2006-07-01T00:00:00;2007-06-30T00:00:00;;2008-03-11T10:01:36
815;LL Mountain Front Wheel;FW-M423;Black;26.9708;60.745;;;21;42;2006-07-01T00:00:00;2007-06-30T00:00:00;;2008-03-11T10:01:36
816;ML Mountain Front Wheel;FW-M762;Black;92.8071;209.025;;;21;45;2006-07-01T00:00:00;2007-06-30T00:00:00;;2008-03-11T10:01:36
817;HL Mountain Front Wheel;FW-M928;Black;133.2955;300.215;;;21;46;2006-07-01T00:00:00;2007-06-30T00:00:00;;2008-03-11T10:01:36
818;LL Road Front Wheel;FW-R623;Black;37.9909;85.565;;900.00;21;49;2006-07-01T00:00:00;2007-06-30T00:00:00;;2008-03-11T10:01:36
819;ML Road Front Wheel;FW-R762;Black;110.2829;248.385;;850.00;21;50;2006-07-01T00:00:00;2007-06-30T00:00:00;;2008-03-11T10:01:36
820;HL Road Front Wheel;FW-R820;Black;146.5466;330.06;;650.00;21;51;2006-07-01T00:00:00;2007-06-30T00:00:00;;2008-03-11T10:01:36
821;Touring Front Wheel;FW-T905;Black;96.7964;218.01;;;21;44;2006-07-01T00:00:00;2007-06-30T00:00:00;;2008-03-11T10:01:36
822;ML Road Frame-W - Yellow, 38;FR-R72Y-38;Yellow;360.9428;594.83;38;988.83;18;17;2006-07-01T00:00:00;;;2008-03-11T10:01:36
823;LL Mountain Rear Wheel;RW-M423;Black;38.9588;87.745;;;21;123;2006-07-01T00:00:00;2007-06-30T00:00:00;;2008-03-11T10:01:36
824;ML Mountain Rear Wheel;RW-M762;Black;104.7951;236.025;;;21;124;2006-07-01T00:00:00;2007-06-30T00:00:00;;2008-03-11T10:01:36
825;HL Mountain Rear Wheel;RW-M928;Black;145.2835;327.215;;;21;125;2006-07-01T00:00:00;2007-06-30T00:00:00;;2008-03-11T10:01:36
826;LL Road Rear Wheel;RW-R623;Black;49.9789;112.565;;1050.00;21;126;2006-07-01T00:00:00;2007-06-30T00:00:00;;2008-03-11T10:01:36
827;ML Road Rear Wheel;RW-R762;Black;122.2709;275.385;;1000.00;21;77;2006-07-01T00:00:00;2007-06-30T00:00:00;;2008-03-11T10:01:36
828;HL Road Rear Wheel;RW-R820;Black;158.5346;357.06;;890.00;21;78;2006-07-01T00:00:00;2007-06-30T00:00:00;;2008-03-11T10:01:36
829;Touring Rear Wheel;RW-T905;Black;108.7844;245.01;;;21;43;2006-07-01T00:00:00;2007-06-30T00:00:00;;2008-03-11T10:01:36
830;ML Mountain Frame - Black, 40;FR-M63B-40;Black;185.8193;348.76;40;1256.44;16;14;2006-07-01T00:00:00;2007-06-30T00:00:00;;2008-03-11T10:01:36
831;ML Mountain Frame - Black, 44;FR-M63B-44;Black;185.8193;348.76;44;1274.59;16;14;2006-07-01T00:00:00;2007-06-30T00:00:00;;2008-03-11T10:01:36
832;ML Mountain Frame - Black, 48;FR-M63B-48;Black;185.8193;348.76;48;1292.73;16;14;2006-07-01T00:00:00;2007-06-30T00:00:00;;2008-03-11T10:01:36
833;ML Road Frame-W - Yellow, 40;FR-R72Y-40;Yellow;360.9428;594.83;40;1006.97;18;17;2006-07-01T00:00:00;;;2008-03-11T10:01:36
834;ML Road Frame-W - Yellow, 42;FR-R72Y-42;Yellow;360.9428;594.83;42;1025.11;18;17;2006-07-01T00:00:00;;;2008-03-11T10:01:36
835;ML Road Frame-W - Yellow, 44;FR-R72Y-44;Yellow;360.9428;594.83;44;1043.26;18;17;2006-07-01T00:00:00;;;2008-03-11T10:01:36
836;ML Road Frame-W - Yellow, 48;FR-R72Y-48;Yellow;360.9428;594.83;48;1061.40;18;17;2006-07-01T00:00:00;;;2008-03-11T10:01:36
837;HL Road Frame - Black, 62;FR-R92B-62;Black;868.6342;1431.5;62;1043.26;18;6;2006-07-01T00:00:00;;;2008-03-11T10:01:36
838;HL Road Frame - Black, 44;FR-R92B-44;Black;868.6342;1431.5;44;961.61;18;6;2006-07-01T00:00:00;;;2008-03-11T10:01:36
839;HL Road Frame - Black, 48;FR-R92B-48;Black;868.6342;1431.5;48;979.75;18;6;2006-07-01T00:00:00;;;2008-03-11T10:01:36
840;HL Road Frame - Black, 52;FR-R92B-52;Black;868.6342;1431.5;52;997.90;18;6;2006-07-01T00:00:00;;;2008-03-11T10:01:36
841;Men's Sports Shorts, S;SH-M897-S;Black;24.7459;59.99;S;;26;13;2006-07-01T00:00:00;2007-06-30T00:00:00;;2008-03-11T10:01:36
842;Touring-Panniers, Large;PA-T100;Grey;51.5625;125.0;;;39;120;2006-07-01T00:00:00;2007-06-30T00:00:00;;2008-03-11T10:01:36
843;Cable Lock;LO-C100;;10.3125;25.0;;;38;115;2006-07-01T00:00:00;2007-06-30T00:00:00;;2008-03-11T10:01:36
