ProductID;Name;ProductNumber;Color;StandardCost;ListPrice;Size;Weight;ProductCategoryID;ProductModelID;SellStartDate;SellEndDate;DiscontinuedDate;ModifiedDate
844;Minipump;PU-0452;;8.2459;19.99;;;40;116;2006-07-01T00:00:00;2007-06-30T00:00:00;;2008-03-11T10:01:36
845;Mountain Pump;PU-M044;;10.3084;24.99;;;40;117;2006-07-01T00:00:00;2007-06-30T00:00:00;;2008-03-11T10:01:36
846;Taillights - Battery-Powered;LT-T990;;5.7709;13.99;;;37;108;2006-07-01T00:00:00;2007-06-30T00:00:00;;2008-03-11T10:01:36
847;Headlights - Dual-Beam;LT-H902;;14.4334;34.99;;;37;109;2006-07-01T00:00:00;2007-06-30T00:00:00;;2008-03-11T10:01:36
848;Headlights - Weatherproof;LT-H903;;18.5584;44.99;;;37;110;2006-07-01T00:00:00;2007-06-30T00:00:00;;2008-03-11T10:01:36
849;Men's Sports Shorts, M;SH-M897-M;Black;24.7459;59.99;M;;26;13;2006-07-01T00:00:00;2007-06-30T00:00:00;;2008-03-11T10:01:36
850;Men's Sports Shorts, L;SH-M897-L;Black;24.7459;59.99;L;;26;13;2006-07-01T00:00:00;2007-06-30T00:00:00;;2008-03-11T10:01:36
851;Men's Sports Shorts, XL;SH-M897-X;Black;24.7459;59.99;XL;;26;13;2006-07-01T00:00:00;2007-06-30T00:00:00;;2008-03-11T10:01:36
852;Women's Tights, S;TG-W091-S;Black;30.9334;74.99;S;;28;38;2006-07-01T00:00:00;2007-06-30T00:00:00;;2008-03-11T10:01:36
853;Women's Tights, M;TG-W091-M;Black;30.9334;74.99;M;;28;38;2006-07-01T00:00:00;2007-06-30T00:00:00;;2008-03-11T10:01:36
854;Women's Tights, L;TG-W091-L;Black;30.9334;74.99;L;;28;38;2006-07-01T00:00:00;2007-06-30T00:00:00;;2008-03-11T10:01:36
855;Men's Bib-Shorts, S;SB-M891-S;Multi;37.1209;89.99;S;;22;12;2006-07-01T00:00:00;2007-06-30T00:00:00;;2008-03-11T10:01:36
856;Men's Bib-Shorts, M;SB-M891-M;Multi;37.1209;89.99;M;;22;12;2006-07-01T00:00:00;2007-06-30T00:00:00;;2008-03-11T10:01:36
857;Men's Bib-Shorts, L;SB-M891-L;Multi;37.1209;89.99;L;;22;12;2006-07-01T00:00:00;2007-06-30T00:00:00;;2008-03-11T10:01:36
858;Half-Finger Gloves, S;GL-H102-S;Black;9.1593;24.49;S;;24;4;2006-07-01T00:00:00;;;2008-03-11T10:01:36
859;Half-Finger Gloves, M;GL-H102-M;Black;9.1593;24.49;M;;24;4;2006-07-01T00:00:00;;;2008-03-11T10:01:36
860;Half-Finger Gloves, L;GL-H102-L;Black;9.1593;24.49;L;;24;4;2006-07-01T00:00:00;;;2008-03-11T10:01:36
861;Full-Finger Gloves, S;GL-F110-S;Black;15.6709;37.99;S;;24;3;2006-07-01T00:00:00;2007-06-30T00:00:00;;2008-03-11T10:01:36
862;Full-Finger Gloves, M;GL-F110-M;Black;15.6709;37.99;M;;24;3;2006-07-01T00:00:00;2007-06-30T00:00:00;;2008-03-11T10:01:36
863;Full-Finger Gloves, L;GL-F110-L;Black;15.6709;37.99;L;;24;3;2006-07-01T00:00:00;2007-06-30T00:00:00;;2008-03-11T10:01:36
864;Classic Vest, S;VE-C304-S;Blue;23.749;63.5;S;;29;1;2007-07-01T00:00:00;;;2008-03-11T10:01:36
865;Classic Vest, M;VE-C304-M;Blue;23.749;63.5;M;;29;1;2007-07-01T00:00:00;;;2008-03-11T10:01:36
866;Classic Vest, L;VE-C304-L;Blue;23.749;63.5;L;;29;1;2007-07-01T00:00:00;;;2008-03-11T10:01:36
867;Women's Mountain Shorts, S;SH-W890-S;Black;26.1763;69.99;S;;26;37;2007-07-01T00:00:00;;;2008-03-11T10:01:36
868;Women's Mountain Shorts, M;SH-W890-M;Black;26.1763;69.99;M;;26;37;2007-07-01T00:00:00;;;2008-03-11T10:01:36
869;Women's Mountain Shorts, L;SH-W890-L;Black;26.1763;69.99;L;;26;37;2007-07-01T00:00:00;;;2008-03-11T10:01:36
870;Water Bottle - 30 oz.;WB-H098;;1.8663;4.99;;;32;111;2007-07-01T00:00:00;;;2008-03-11T10:01:36
871;Mountain Bottle Cage;BC-M005;;3.7363;9.99;;;32;112;2007-07-01T00:00:00;;;2008-03-11T10:01:36
872;Road Bottle Cage;BC-R205;;3.3623;8.99;;;32;113;2007-07-01T00:00:00;;;2008-03-11T10:01:36
873;Patch Kit/8 Patches;PK-7098;;0.8565;2.29;;;41;114;2007-07-01T00:00:00;;;2008-03-11T10:01:36
874;Racing Socks, M;SO-R809-M;White;3.3623;8.99;M;;27;24;2007-07-01T00:00:00;;;2008-03-11T10:01:36
875;Racing Socks, L;SO-R809-L;White;3.3623;8.99;L;;27;24;2007-07-01T00:00:00;;;2008-03-11T10:01:36
876;Hitch Rack - 4-Bike;RA-H123;;44.88;120.0;;;30;118;2007-07-01T00:00:00;;;2008-03-11T10:01:36
877;Bike Wash - Dissolver;CL-9009;;2.9733;7.95;;;33;119;2007-07-01T00:00:00;;;2008-03-11T10:01:36
878;Fender Set - Mountain;FE-6654;;8.2205;21.98;;;34;121;2007-07-01T00:00:00;;;2008-03-11T10:01:36
879;All-Purpose Bike Stand;ST-1401;;59.466;159.0;;;31;122;2007-07-01T00:00:00;;;2008-03-11T10:01:36
880;Hydration Pack - 70 oz.;HY-1023-70;Silver;20.5663;54.99;70;;36;107;2007-07-01T00:00:00;;;2008-03-11T10:01:36
881;Short-Sleeve Classic Jersey, S;SJ-0194-S;Yellow;41.5723;53.99;S;;25;32;2007-07-01T00:00:00;;;2008-03-11T10:01:36
882;Short-Sleeve Classic Jersey, M;SJ-0194-M;Yellow;41.5723;53.99;M;;25;32;2007-07-01T00:00:00;;;2008-03-11T10:01:36
883;Short-Sleeve Classic Jersey, L;SJ-0194-L;Yellow;41.5723;53.99;L;;25;32;2007-07-01T00:00:00;;;2008-03-11T10:01:36
884;Short-Sleeve Classic Jersey, XL;SJ-0194-X;Yellow;41.5723;53.99;XL;;25;32;2007-07-01T00:00:00;;;2008-03-11T10:01:36
885;HL Touring Frame - Yellow, 60;FR-T98Y-60;Yellow;601.7437;1003.91;60;1397.06;20;7;2007-07-01T00:00:00;;;2008-03-11T10:01:36
886;LL Touring Frame - Yellow, 62;FR-T67Y-62;Yellow;199.8519;333.42;62;1451.49;20;10;2007-07-01T00:00:00;;;2008-03-11T10:01:36
887;HL Touring Frame - Yellow, 46;FR-T98Y-46;Yellow;601.7437;1003.91;46;1342.63;20;7;2007-07-01T00:00:00;;;2008-03-11T10:01:36
888;HL Touring Frame - Yellow, 50;FR-T98Y-50;Yellow;601.7437;1003.91;50;1360.77;20;7;2007-07-01T00:00:00;;;2008-03-11T10:01:36
889;HL Touring Frame - Yellow, 54;FR-T98Y-54;Yellow;601.7437;1003.91;54;1378.91;20;7;2007-07-01T00:00:00;;;2008-03-11T10:01:36
890;HL Touring Frame - Blue, 46;FR-T98U-46;Blue;601.7437;1003.91;46;1342.63;20;7;2007-07-01T00:00:00;;;2008-03-11T10:01:36
891;HL Touring Frame - Blue, 50;FR-T98U-50;Blue;601.7437;1003.91;50;1360.77;20;7;2007-07-01T00:00:00;;;2008-03-11T10:01:36
892;HL Touring Frame - Blue, 54;FR-T98U-54;Blue;601.7437;1003.91;54;1378.91;20;7;2007-07-01T00:00:00;;;2008-03-11T10:01:36
893;HL Touring Frame - Blue, 60;FR-T98U-60;Blue;601.7437;1003.91;60;1397.06;20;7;2007-07-01T00:00:00;;;2008-03-11T10:01:36
894;Rear Derailleur;RD-2308;Silver;53.9282;121.46;;215.00;13;127;2007-07-01T00:00:00;;;2008-03-11T10:01:36
895;LL Touring Frame - Blue, 50;FR-T67U-50;Blue;199.8519;333.42;50;1406.13;20;10;2007-07-01T00:00:00;;;2008-03-11T10:01:36
896;LL Touring Frame - Blue, 54;FR-T67U-54;Blue;199.8519;333.42;54;1424.27;20;10;2007-07-01T00:00:00;;;2008-03-11T10:01:36
897;LL Touring Frame - Blue, 58;FR-T67U-58;Blue;199.8519;333.42;58;1433.34;20;10;2007-07-01T00:00:00;;;2008-03-11T10:01:36
898;LL Touring Frame - Blue, 62;FR-T67U-62;Blue;199.8519;333.42;62;1451.49;20;10;2007-07-01T00:00:00;;;2008-03-11T10:01:36
899;LL Touring Frame - Yellow, 44;FR-T67Y-44;Yellow;199.8519;333.42;44;1369.84;20;10;2007-07-01T00:00:00;;;2008-03-11T10:01:36
900;LL Touring Frame - Yellow, 50;FR-T67Y-50;Yellow;199.8519;333.42;50;1406.13;20;10;2007-07-01T00:00:00;;;2008-03-11T10:01:36
901;LL Touring Frame - Yellow, 54;FR-T67Y-54;Yellow;199.8519;333.42;54;1424.27;20;10;2007-07-01T00:00:00;;;2008-03-11T10:01:36
902;LL Touring Frame - Yellow, 58;FR-T67Y-58;Yellow;199.8519;333.42;58;1433.34;20;10;2007-07-01T00:00:00;;;2008-03-11T10:01:36
903;LL Touring Frame - Blue, 44;FR-T67U-44;Blue;199.8519;333.42;44;1369.84;20;10;2007-07-01T00:00:00;;;2008-03-11T10:01:36
904;ML Mountain Frame-W - Silver, 40;FR-M63S-40;Silver;199.3757;364.09;40;1256.44;16;15;2007-07-01T00:00:00;;;2008-03-11T10:01:36
905;ML Mountain Frame-W - Silver, 42;FR-M63S-42;Silver;199.3757;364.09;42;1274.59;16;15;2007-07-01T00:00:00;;;2008-03-11T10:01:36
906;ML Mountain Frame-W - Silver, 46;FR-M63S-46;Silver;199.3757;364.09;46;1292.73;16;15;2007-07-01T00:00:00;;;2008-03-11T10:01:36
907;Rear Brakes;RB-9231;Silver;47.286;106.5;;317.00;10;128;2007-07-01T00:00:00;;;2008-03-11T10:01:36
908;LL Mountain Seat/Saddle;SE-M236;;12.0413;27.12;;;19;79;2007-07-01T00:00:00;;;2008-03-11T10:01:36
909;ML Mountain Seat/Saddle;SE-M798;;17.3782;39.14;;;19;80;2007-07-01T00:00:00;;;2008-03-11T10:01:36
910;HL Mountain Seat/Saddle;SE-M940;;23.3722;52.64;;;19;81;2007-07-01T00:00:00;;;2008-03-11T10:01:36
911;LL Road Seat/Saddle;SE-R581;;12.0413;27.12;;;19;82;2007-07-01T00:00:00;;;2008-03-11T10:01:36
912;ML Road Seat/Saddle;SE-R908;;17.3782;39.14;;;19;83;2007-07-01T00:00:00;;;2008-03-11T10:01:36
913;HL Road Seat/Saddle;SE-R995;;23.3722;52.64;;;19;84;2007-07-01T00:00:00;;;2008-03-11T10:01:36
914;LL Touring Seat/Saddle;SE-T312;;12.0413;27.12;;;19;66;2007-07-01T00:00:00;;;2008-03-11T10:01:36
915;ML Touring Seat/Saddle;SE-T762;;17.3782;39.14;;;19;65;2007-07-01T00:00:00;;;2008-03-11T10:01:36
916;HL Touring Seat/Saddle;SE-T924;;23.3722;52.64;;;19;67;2007-07-01T00:00:00;;;2008-03-11T10:01:36
917;LL Mountain Frame - Silver, 42;FR-M21S-42;Silver;144.5938;264.05;42;1324.48;16;8;2007-07-01T00:00:00;;;2008-03-11T10:01:36
918;LL Mountain Frame - Silver, 44;FR-M21S-44;Silver;144.5938;264.05;44;1342.63;16;8;2007-07-01T00:00:00;;;2008-03-11T10:01:36
919;LL Mountain Frame - Silver, 48;FR-M21S-48;Silver;144.5938;264.05;48;1360.77;16;8;2007-07-01T00:00:00;;;2008-03-11T10:01:36
920;LL Mountain Frame - Silver, 52;FR-M21S-52;Silver;144.5938;264.05;52;1378.91;16;8;2007-07-01T00:00:00;;;2008-03-11T10:01:36
921;Mountain Tire Tube;TT-M928;;1.8663;4.99;;;41;92;2007-07-01T00:00:00;;;2008-03-11T10:01:36
922;Road Tire Tube;TT-R982;;1.4923;3.99;;;41;93;2007-07-01T00:00:00;;;2008-03-11T10:01:36
923;Touring Tire Tube;TT-T092;;1.8663;4.99;;;41;94;2007-07-01T00:00:00;;;2008-03-11T10:01:36
924;LL Mountain Frame - Black, 42;FR-M21B-42;Black;136.785;249.79;42;1324.48;16;8;2007-07-01T00:00:00;;;2008-03-11T10:01:36
925;LL Mountain Frame - Black, 44;FR-M21B-44;Black;136.785;249.79;44;1342.63;16;8;2007-07-01T00:00:00;;;2008-03-11T10:01:36
926;LL Mountain Frame - Black, 48;FR-M21B-48;Black;136.785;249.79;48;1360.77;16;8;2007-07-01T00:00:00;;;2008-03-11T10:01:36
927;LL Mountain Frame - Black, 52;FR-M21B-52;Black;136.785;249.79;52;1378.91;16;8;2007-07-01T00:00:00;;;2008-03-11T10:01:36
928;LL Mountain Tire;TI-M267;;9.3463;24.99;;;41;85;2007-07-01T00:00:00;;;2008-03-11T10:01:36
929;ML Mountain Tire;TI-M602;;11.2163;29.99;;;41;86;2007-07-01T00:00:00;;;2008-03-11T10:01:36
930;HL Mountain Tire;TI-M823;;13.09;35.0;;;41;87;2007-07-01T00:00:00;;;2008-03-11T10:01:36
931;LL Road Tire;TI-R092;;8.0373;21.49;;;41;88;2007-07-01T00:00:00;;;2008-03-11T10:01:36
932;ML Road Tire;TI-R628;;9.3463;24.99;;;41;89;2007-07-01T00:00:00;;;2008-03-11T10:01:36
933;HL Road Tire;TI-R982;;12.1924;32.6;;;41;90;2007-07-01T00:00:00;;;2008-03-11T10:01:36
934;Touring Tire;TI-T723;;10.8423;28.99;;;41;91;2007-07-01T00:00:00;;;2008-03-11T10:01:36
935;LL Mountain Pedal;PD-M282;Silver/Black;17.9776;40.49;;218.00;17;62;2007-07-01T00:00:00;;;2008-03-11T10:01:36
936;ML Mountain Pedal;PD-M340;Silver/Black;27.568;62.09;;215.00;17;63;2007-07-01T00:00:00;;;2008-03-11T10:01:36
937;HL Mountain Pedal;PD-M562;Silver/Black;35.9596;80.99;;185.00;17;64;2007-07-01T00:00:00;;;2008-03-11T10:01:36
938;LL Road Pedal;PD-R347;Silver/Black;17.9776;40.49;;189.00;17;68;2007-07-01T00:00:00;;;2008-03-11T10:01:36
939;ML Road Pedal;PD-R563;Silver/Black;27.568;62.09;;168.00;17;69;2007-07-01T00:00:00;;;2008-03-11T10:01:36
940;HL Road Pedal;PD-R853;Silver/Black;35.9596;80.99;;149.00;17;70;2007-07-01T00:00:00;;;2008-03-11T10:03:55
941;Touring Pedal;PD-T852;Silver/Black;35.9596;80.99;;;17;53;2007-07-01T00:00:00;;;2008-03-11T10:01:36
942;ML Mountain Frame-W - Silver, 38;FR-M63S-38;Silver;199.3757;364.09;38;1238.30;16;15;2007-07-01T00:00:00;;;2008-03-11T10:01:36
943;LL Mountain Frame - Black, 40;FR-M21B-40;Black;136.785;249.79;40;1306.34;16;8;2007-07-01T00:00:00;;;2008-03-11T10:01:36
944;LL Mountain Frame - Silver, 40;FR-M21S-40;Silver;144.5938;264.05;40;1306.34;16;8;2007-07-01T00:00:00;;;2008-03-11T10:01:36
945;Front Derailleur;FD-2342;Silver;40.6216;91.49;;88.00;13;103;2007-07-01T00:00:00;;;2008-03-11T10:01:36
946;LL Touring Handlebars;HB-T721;;20.464;46.09;;;8;47;2007-07-01T00:00:00;;;2008-03-11T10:01:36
947;HL Touring Handlebars;HB-T928;;40.6571;91.57;;;8;48;2007-07-01T00:00:00;;;2008-03-11T10:01:36
948;Front Brakes;FB-9873;Silver;47.286;106.5;;317.00;10;102;2007-07-01T00:00:00;;;2008-03-11T10:01:36
949;LL Crankset;CS-4759;Black;77.9176;175.49;;600.00;12;99;2007-07-01T00:00:00;;;2008-03-11T10:01:36
950;ML Crankset;CS-6583;Black;113.8816;256.49;;635.00;12;100;2007-07-01T00:00:00;;;2008-03-11T10:01:36
951;HL Crankset;CS-9183;Black;179.8156;404.99;;575.00;12;101;2007-07-01T00:00:00;;;2008-03-11T10:01:36
952;Chain;CH-0234;Silver;8.9866;20.24;;;11;98;2007-07-01T00:00:00;;;2008-03-11T10:01:36
953;Touring-2000 Blue, 60;BK-T44U-60;Blue;755.1508;1214.85;60;12655.16;7;35;2007-07-01T00:00:00;;;2008-03-11T10:01:36
954;Touring-1000 Yellow, 46;BK-T79Y-46;Yellow;1481.9379;2384.07;46;11398.72;7;34;2007-07-01T00:00:00;;;2008-03-11T10:01:36
955;Touring-1000 Yellow, 50;BK-T79Y-50;Yellow;1481.9379;2384.07;50;11530.26;7;34;2007-07-01T00:00:00;;;2008-03-11T10:01:36
956;Touring-1000 Yellow, 54;BK-T79Y-54;Yellow;1481.9379;2384.07;54;11648.19;7;34;2007-07-01T00:00:00;;;2008-03-11T10:01:36
957;Touring-1000 Yellow, 60;BK-T79Y-60;Yellow;1481.9379;2384.07;60;11747.98;7;34;2007-07-01T00:00:00;;;2008-03-11T10:01:36
958;Touring-3000 Blue, 54;BK-T18U-54;Blue;461.4448;742.35;54;13462.55;7;36;2007-07-01T00:00:00;;;2008-03-11T10:01:36
959;Touring-3000 Blue, 58;BK-T18U-58;Blue;461.4448;742.35;58;13562.34;7;36;2007-07-01T00:00:00;;;2008-03-11T10:01:36
960;Touring-3000 Blue, 62;BK-T18U-62;Blue;461.4448;742.35;62;13607.70;7;36;2007-07-01T00:00:00;;;2008-03-11T10:01:36
961;Touring-3000 Yellow, 44;BK-T18Y-44;Yellow;461.4448;742.35;44;13049.78;7;36;2007-07-01T00:00:00;;;2008-03-11T10:01:36
962;Touring-3000 Yellow, 50;BK-T18Y-50;Yellow;461.4448;742.35;50;13213.08;7;36;2007-07-01T00:00:00;;;2008-03-11T10:01:36
963;Touring-3000 Yellow, 54;BK-T18Y-54;Yellow;461.4448;742.35;54;13344.62;7;36;2007-07-01T00:00:00;;;2008-03-11T10:01:36
964;Touring-3000 Yellow, 58;BK-T18Y-58;Yellow;461.4448;742.35;58;13512.45;7;36;2007-07-01T00:00:00;;;2008-03-11T10:01:36
965;Touring-3000 Yellow, 62;BK-T18Y-62;Yellow;461.4448;742.35;62;13607.70;7;36;2007-07-01T00:00:00;;;2008-03-11T10:01:36
966;Touring-1000 Blue, 46;BK-T79U-46;Blue;1481.9379;2384.07;46;11398.72;7;34;2007-07-01T00:00:00;;;2008-03-11T10:01:36
967;Touring-1000 Blue, 50;BK-T79U-50;Blue;1481.9379;2384.07;50;11530.26;7;34;2007-07-01T00:00:00;;;2008-03-11T10:01:36
968;Touring-1000 Blue, 54;BK-T79U-54;Blue;1481.9379;2384.07;54;11648.19;7;34;2007-07-01T00:00:00;;;2008-03-11T10:01:36
969;Touring-1000 Blue, 60;BK-T79U-60;Blue;1481.9379;2384.07;60;11747.98;7;34;2007-07-01T00:00:00;;;2008-03-11T10:01:36
970;Touring-2000 Blue, 46;BK-T44U-46;Blue;755.1508;1214.85;46;12305.90;7;35;2007-07-01T00:00:00;;;2008-03-11T10:01:36
971;Touring-2000 Blue, 50;BK-T44U-50;Blue;755.1508;1214.85;50;12437.44;7;35;2007-07-01T00:00:00;;;2008-03-11T10:01:36
972;Touring-2000 Blue, 54;BK-T44U-54;Blue;755.1508;1214.85;54;12555.37;7;35;2007-07-01T00:00:00;;;2008-03-11T10:01:36
973;Road-350-W Yellow, 40;BK-R79Y-40;Yellow;1082.51;1700.99;40;6962.61;6;27;2007-07-01T00:00:00;;;2008-03-11T10:01:36
974;Road-350-W Yellow, 42;BK-R79Y-42;Yellow;1082.51;1700.99;42;7153.11;6;27;2007-07-01T00:00:00;;;2008-03-11T10:01:36
975;Road-350-W Yellow, 44;BK-R79Y-44;Yellow;1082.51;1700.99;44;7316.41;6;27;2007-07-01T00:00:00;;;2008-03-11T10:01:36
976;Road-350-W Yellow, 48;BK-R79Y-48;Yellow;1082.51;1700.99;48;7447.95;6;27;2007-07-01T00:00:00;;;2008-03-11T10:01:36
977;Road-750 Black, 58;BK-R19B-58;Black;343.6496;539.99;58;9430.14;6;31;2007-07-01T00:00:00;;;2008-03-11T10:01:36
978;Touring-3000 Blue, 44;BK-T18U-44;Blue;461.4448;742.35;44;13049.78;7;36;2007-07-01T00:00:00;;;2008-03-11T10:01:36
979;Touring-3000 Blue, 50;BK-T18U-50;Blue;461.4448;742.35;50;13213.08;7;36;2007-07-01T00:00:00;;;2008-03-11T10:01:36
980;Mountain-400-W Silver, 38;BK-M38S-38;Silver;419.7784;769.49;38;11952.10;5;22;2007-07-01T00:00:00;;;2008-03-11T10:01:36
981;Mountain-400-W Silver, 40;BK-M38S-40;Silver;419.7784;769.49;40;12142.60;5;22;2007-07-01T00:00:00;;;2008-03-11T10:01:36
982;Mountain-400-W Silver, 42;BK-M38S-42;Silver;419.7784;769.49;42;12305.90;5;22;2007-07-01T00:00:00;;;2008-03-11T10:01:36
983;Mountain-400-W Silver, 46;BK-M38S-46;Silver;419.7784;769.49;46;12437.44;5;22;2007-07-01T00:00:00;;;2008-03-11T10:01:36
984;Mountain-500 Silver, 40;BK-M18S-40;Silver;308.2179;564.99;40;12405.69;5;23;2007-07-01T00:00:00;;;2008-03-11T10:01:36
985;Mountain-500 Silver, 42;BK-M18S-42;Silver;308.2179;564.99;42;12596.19;5;23;2007-07-01T00:00:00;;;2008-03-11T10:01:36
986;Mountain-500 Silver, 44;BK-M18S-44;Silver;308.2179;564.99;44;12759.49;5;23;2007-07-01T00:00:00;;;2008-03-11T10:01:36
987;Mountain-500 Silver, 48;BK-M18S-48;Silver;308.2179;564.99;48;12891.03;5;23;2007-07-01T00:00:00;;;2008-03-11T10:01:36
988;Mountain-500 Silver, 52;BK-M18S-52;Silver;308.2179;564.99;52;13008.96;5;23;2007-07-01T00:00:00;;;2008-03-11T10:01:36
989;Mountain-500 Black, 40;BK-M18B-40;Black;294.5797;539.99;40;12405.69;5;23;2007-07-01T00:00:00;;;2008-03-11T10:01:36
990;Mountain-500 Black, 42;BK-M18B-42;Black;294.5797;539.99;42;12596.19;5;23;2007-07-01T00:00:00;;;2008-03-11T10:01:36
991;Mountain-500 Black, 44;BK-M18B-44;Black;294.5797;539.99;44;12759.49;5;23;2007-07-01T00:00:00;;;2008-03-11T10:01:36
992;Mountain-500 Black, 48;BK-M18B-48;Black;294.5797;539.99;48;12891.03;5;23;2007-07-01T00:00:00;;;2008-03-11T10:01:36
993;Mountain-500 Black, 52;BK-M18B-52;Black;294.5797;539.99;52;13008.96;5;23;2007-07-01T00:00:00;;;2008-03-11T10:01:36
994;LL Bottom Bracket;BB-7421;;23.9716;53.99;;223.00;9;95;2007-07-01T00:00:00;;;2008-03-11T10:01:36
995;ML Bottom Bracket;BB-8107;;44.9506;101.24;;168.00;9;96;2007-07-01T00:00:00;;;2008-03-11T10:01:36
996;HL Bottom Bracket;BB-9108;;53.9416;121.49;;170.00;9;97;2007-07-01T00:00:00;;;2008-03-11T10:01:36
997;Road-750 Black, 44;BK-R19B-44;Black;343.6496;539.99;44;8967.47;6;31;2007-07-01T00:00:00;;;2008-03-11T10:01:36
998;Road-750 Black, 48;BK-R19B-48;Black;343.6496;539.99;48;9130.77;6;31;2007-07-01T00:00:00;;;2008-03-11T10:01:36
999;Road-750 Black, 52;BK-R19B-52;Black;343.6496;539.99;52;9262.31;6;31;2007-07-01T00:00:00;;;2008-03-11T10:01:36
